4252;2022-11-14 08:38:19;52;0;0;331;328;409;0;5;ok
4253;2022-11-14 08:38:21;52;0;0;331;328;409;0;5;ok
4254;2022-11-14 08:38:24;52;0;0;331;327;411;1;5;ok
4255;2022-11-14 08:38:25;52;0;0;331;327;411;2;5;ok
4256;2022-11-14 08:38:27;52;0;0;331;328;410;3;5;ok
4257;2022-11-14 08:38:29;52;0;0;331;328;411;4;5;ok
4258;2022-11-14 08:38:31;52;0;0;331;327;410;5;5;ok
4259;2022-11-14 08:38:33;52;0;0;330;328;411;6;5;ok
4260;2022-11-14 08:38:35;52;0;0;330;327;410;7;5;ok
4261;2022-11-14 08:38:37;52;0;0;331;328;411;8;5;ok
4262;2022-11-14 08:38:40;52;0;0;331;328;411;9;5;ok
4263;2022-11-14 08:38:42;52;0;0;331;328;411;10;5;ok
4264;2022-11-14 08:38:44;52;0;0;331;328;410;12;5;ok
4265;2022-11-14 08:38:46;52;0;0;331;328;410;12;5;ok
4266;2022-11-14 08:38:48;52;0;0;331;327;410;13;5;ok
4267;2022-11-14 08:38:51;52;0;0;331;327;410;14;5;ok
4268;2022-11-14 08:38:53;52;0;0;331;327;410;15;5;ok
4269;2022-11-14 08:38:55;52;0;0;331;328;411;16;5;ok
4270;2022-11-14 08:38:57;52;0;0;331;328;410;17;5;ok
4271;2022-11-14 08:38:59;52;0;0;331;327;410;18;5;ok
4272;2022-11-14 08:39:01;52;0;0;331;328;411;19;5;ok
4273;2022-11-14 08:39:03;52;0;0;331;327;410;20;5;ok
4274;2022-11-14 08:39:05;52;0;0;331;327;411;21;5;ok
4275;2022-11-14 08:39:07;52;0;0;331;327;410;22;5;ok
4276;2022-11-14 08:39:09;52;0;0;331;327;411;24;5;ok
4277;2022-11-14 08:39:11;52;0;0;331;327;411;24;5;ok
4278;2022-11-14 08:39:13;52;0;0;331;328;411;25;5;ok
4279;2022-11-14 08:39:16;52;0;0;331;327;410;26;5;ok
4280;2022-11-14 08:39:18;52;0;0;331;327;410;27;5;ok
4281;2022-11-14 08:39:20;52;0;0;331;328;411;28;5;ok
4282;2022-11-14 08:39:22;52;0;0;330;327;410;29;5;ok
4283;2022-11-14 08:39:24;52;0;0;331;328;411;30;5;ok
4284;2022-11-14 08:39:27;52;0;0;331;328;410;32;5;ok
4285;2022-11-14 08:39:29;52;0;0;331;328;410;32;5;ok
4286;2022-11-14 08:39:31;52;0;0;331;328;410;33;5;ok
4287;2022-11-14 08:39:33;52;0;0;331;327;410;35;5;ok
4288;2022-11-14 08:39:35;52;0;0;331;327;410;35;5;ok
4289;2022-11-14 08:39:37;52;0;0;331;327;410;36;5;ok
4290;2022-11-14 08:39:39;52;0;0;331;327;411;37;5;ok
4291;2022-11-14 08:39:42;52;0;0;331;327;410;38;5;ok
4292;2022-11-14 08:39:43;52;0;0;331;328;411;39;5;ok
4293;2022-11-14 08:39:46;52;0;0;331;327;410;40;5;ok
4294;2022-11-14 08:39:48;52;0;0;331;327;411;41;5;ok
4295;2022-11-14 08:39:50;52;0;0;331;327;410;42;5;ok
4296;2022-11-14 08:39:52;52;0;0;331;327;410;43;5;ok
4297;2022-11-14 08:39:54;52;0;0;331;328;411;44;5;ok
4298;2022-11-14 08:39:57;52;0;0;331;327;410;45;5;ok
4299;2022-11-14 08:39:59;52;0;0;331;327;411;46;5;ok
4300;2022-11-14 08:40:01;52;0;0;331;327;410;48;5;ok
4301;2022-11-14 08:40:03;52;0;0;331;327;410;48;5;ok
4302;2022-11-14 08:40:06;52;0;0;331;328;411;49;5;ok
4303;2022-11-14 08:40:08;52;0;0;331;327;410;51;5;ok
4304;2022-11-14 08:40:10;52;0;0;331;327;410;51;5;ok
4305;2022-11-14 08:40:12;52;0;0;331;328;410;52;5;ok
4306;2022-11-14 08:40:14;52;0;0;330;327;410;53;5;ok
4307;2022-11-14 08:40:16;52;0;0;331;327;410;54;5;ok
4308;2022-11-14 08:40:18;52;0;0;331;328;411;56;5;ok
4309;2022-11-14 08:40:20;52;0;0;331;328;411;56;5;ok
4310;2022-11-14 08:40:22;52;0;0;331;328;410;57;5;ok
4311;2022-11-14 08:40:25;52;0;0;331;327;410;58;5;ok
4312;2022-11-14 08:40:27;52;0;0;331;328;411;59;5;ok
4313;2022-11-14 08:40:29;52;0;0;331;328;410;60;5;ok
4314;2022-11-14 08:40:32;52;0;0;331;327;410;61;5;ok
4315;2022-11-14 08:40:33;52;0;0;331;328;411;62;5;ok
4316;2022-11-14 08:40:36;52;0;0;331;327;410;63;5;ok
4317;2022-11-14 08:40:38;52;0;0;331;327;411;64;5;ok
4318;2022-11-14 08:40:40;52;0;0;331;327;410;66;5;ok
4319;2022-11-14 08:40:42;52;0;0;331;327;410;66;5;ok
4320;2022-11-14 08:40:44;52;0;0;331;328;411;67;5;ok
4321;2022-11-14 08:40:47;52;0;0;331;327;410;68;5;ok
4322;2022-11-14 08:40:49;52;0;0;331;327;410;69;5;ok
4323;2022-11-14 08:40:51;52;0;0;331;327;410;70;5;ok
4324;2022-11-14 08:40:54;52;0;0;331;327;410;72;5;ok
4325;2022-11-14 08:40:55;52;0;0;331;327;410;72;5;ok
4326;2022-11-14 08:40:58;52;0;0;331;327;410;74;5;ok
4327;2022-11-14 08:41:00;52;0;0;331;327;410;74;5;ok
4328;2022-11-14 08:41:02;52;0;0;330;327;410;76;5;ok
4329;2022-11-14 08:41:04;52;0;0;330;327;410;76;5;ok
4330;2022-11-14 08:41:06;52;0;0;331;327;410;77;5;ok
4331;2022-11-14 08:41:09;52;0;0;331;327;410;79;5;ok
4332;2022-11-14 08:41:10;52;0;0;331;327;410;79;5;ok
4333;2022-11-14 08:41:13;52;0;0;331;328;411;80;5;ok
4334;2022-11-14 08:41:15;52;0;0;331;327;410;82;5;ok
4335;2022-11-14 08:41:17;52;0;0;331;327;410;82;5;ok
4336;2022-11-14 08:41:19;52;0;0;331;327;411;83;5;ok
4337;2022-11-14 08:41:21;52;0;0;331;327;410;84;5;ok
4338;2022-11-14 08:41:24;52;0;0;330;327;411;86;5;ok
4339;2022-11-14 08:41:25;52;0;0;330;327;411;86;5;ok
4340;2022-11-14 08:41:28;52;0;0;331;328;410;87;5;ok
4341;2022-11-14 08:41:30;52;0;0;330;327;410;89;5;ok
4342;2022-11-14 08:41:32;52;0;0;331;327;410;90;5;ok
4343;2022-11-14 08:41:35;52;0;0;331;327;411;91;5;ok
4344;2022-11-14 08:41:36;52;0;0;331;327;411;91;5;ok
4345;2022-11-14 08:41:39;52;0;0;331;327;410;93;5;ok
4346;2022-11-14 08:41:41;52;0;0;331;328;411;94;5;ok
4347;2022-11-14 08:41:43;52;0;0;331;328;411;94;5;ok
4348;2022-11-14 08:41:46;52;0;0;331;327;410;95;5;ok
4349;2022-11-14 08:41:48;52;0;0;331;328;411;96;5;ok
4350;2022-11-14 08:41:50;52;0;0;331;327;410;97;5;ok
4351;2022-11-14 08:41:52;52;0;0;331;327;410;99;5;ok
4352;2022-11-14 08:44:59;52;0;0;331;327;410;99;5;ok
4353;2022-11-14 08:45:01;52;0;0;395;327;339;0;1;ok
4354;2022-11-14 08:45:03;52;0;0;397;326;337;1;1;ok
4355;2022-11-14 08:45:05;52;0;0;397;326;336;2;1;ok
4356;2022-11-14 08:45:07;52;0;0;397;326;336;3;1;ok
4357;2022-11-14 08:45:09;52;0;0;397;326;336;4;1;ok
4358;2022-11-14 08:45:11;52;0;0;397;326;335;5;1;ok
4359;2022-11-14 08:45:13;52;0;0;397;326;336;6;1;ok
4360;2022-11-14 08:45:15;52;0;0;398;327;339;7;1;ok
4361;2022-11-14 08:45:17;52;0;0;398;326;343;8;1;ok
4362;2022-11-14 08:45:19;52;0;0;397;326;341;9;1;ok
4363;2022-11-14 08:45:21;52;0;0;398;326;341;10;1;ok
4364;2022-11-14 08:45:22;52;0;0;398;326;340;11;1;ok
4365;2022-11-14 08:45:24;52;0;0;397;326;340;12;1;ok
4366;2022-11-14 08:45:26;52;0;0;398;327;340;13;1;ok
4367;2022-11-14 08:45:28;52;0;0;397;326;339;14;1;ok
4368;2022-11-14 08:45:30;52;0;0;397;326;339;15;1;ok
4369;2022-11-14 08:45:32;52;0;0;398;327;340;16;1;ok
4370;2022-11-14 08:45:34;52;0;0;398;327;339;17;1;ok
4371;2022-11-14 08:45:36;52;0;0;398;327;339;18;1;ok
4372;2022-11-14 08:45:38;52;0;0;398;327;344;19;1;ok
4373;2022-11-14 08:45:40;52;0;0;398;327;342;20;1;ok
4374;2022-11-14 08:45:42;52;0;0;397;326;342;21;1;ok
4375;2022-11-14 08:45:44;52;0;0;398;326;342;22;1;ok
4376;2022-11-14 08:45:46;52;0;0;398;327;341;23;1;ok
4377;2022-11-14 08:45:47;52;0;0;398;326;342;24;1;ok
4378;2022-11-14 08:45:49;52;0;0;398;326;341;25;1;ok
4379;2022-11-14 08:45:51;52;0;0;398;327;341;26;1;ok
4380;2022-11-14 08:45:53;52;0;0;397;326;341;27;1;ok
4381;2022-11-14 08:45:55;52;0;0;397;327;341;28;1;ok
4382;2022-11-14 08:45:57;52;0;0;398;327;341;29;1;ok
4383;2022-11-14 08:45:59;52;0;0;398;327;341;30;1;ok
4384;2022-11-14 08:46:01;52;0;0;398;327;341;31;1;ok
4385;2022-11-14 08:46:03;52;0;0;398;326;341;32;1;ok
4386;2022-11-14 08:46:05;52;0;0;398;327;341;33;1;ok
4387;2022-11-14 08:46:06;52;0;0;397;327;341;34;1;ok
4388;2022-11-14 08:46:08;52;0;0;398;326;342;35;1;ok
4389;2022-11-14 08:46:10;52;0;0;398;326;341;36;1;ok
4390;2022-11-14 08:46:12;52;0;0;397;325;342;37;1;ok
4391;2022-11-14 08:46:14;52;0;0;398;326;342;38;1;ok
4392;2022-11-14 08:46:16;52;0;0;397;327;343;39;1;ok
4393;2022-11-14 08:46:18;52;0;0;397;326;341;40;1;ok
4394;2022-11-14 08:46:20;52;0;0;398;327;342;41;1;ok
4395;2022-11-14 08:46:22;52;0;0;398;326;341;42;1;ok
4396;2022-11-14 08:46:23;52;0;0;398;327;341;43;1;ok
4397;2022-11-14 08:46:25;52;0;0;398;327;341;44;1;ok
4398;2022-11-14 08:46:27;52;0;0;398;327;342;45;1;ok
4399;2022-11-14 08:46:29;52;0;0;398;326;342;46;1;ok
4400;2022-11-14 08:46:31;52;0;0;398;327;342;47;1;ok
4401;2022-11-14 08:46:33;52;0;0;398;326;341;48;1;ok
4402;2022-11-14 08:46:35;52;0;0;398;326;342;49;1;ok
4403;2022-11-14 08:46:37;52;0;0;398;326;342;50;1;ok
4404;2022-11-14 08:46:39;52;0;0;398;327;341;51;1;ok
4405;2022-11-14 08:46:41;52;0;0;397;326;341;52;1;ok
4406;2022-11-14 08:46:42;52;0;0;398;327;342;53;1;ok
4407;2022-11-14 08:46:44;52;0;0;397;326;341;54;1;ok
4408;2022-11-14 08:46:46;52;0;0;398;327;341;55;1;ok
4409;2022-11-14 08:46:48;52;0;0;398;326;342;56;1;ok
4410;2022-11-14 08:46:50;52;0;0;398;326;341;57;1;ok
4411;2022-11-14 08:46:52;52;0;0;398;326;342;58;1;ok
4412;2022-11-14 08:46:54;52;0;0;398;326;341;59;1;ok
4413;2022-11-14 08:46:56;52;0;0;397;327;341;60;1;ok
4414;2022-11-14 08:46:58;52;0;0;397;326;341;61;1;ok
4415;2022-11-14 08:46:59;52;0;0;398;327;341;62;1;ok
4416;2022-11-14 08:47:01;52;0;0;398;327;341;63;1;ok
4417;2022-11-14 08:47:03;52;0;0;398;326;341;64;1;ok
4418;2022-11-14 08:47:05;52;0;0;398;326;341;65;1;ok
4419;2022-11-14 08:47:07;52;0;0;398;326;341;66;1;ok
4420;2022-11-14 08:47:12;52;0;0;398;327;341;67;1;ok
4421;2022-11-14 08:47:12;52;0;0;398;326;341;68;1;ok
4422;2022-11-14 08:47:13;52;0;0;398;326;340;69;1;ok
4423;2022-11-14 08:47:15;52;0;0;398;327;341;70;1;ok
4424;2022-11-14 08:47:17;52;0;0;398;327;340;71;1;ok
4425;2022-11-14 08:47:19;52;0;0;397;326;340;72;1;ok
4426;2022-11-14 08:47:21;52;0;0;397;327;340;73;1;ok
4427;2022-11-14 08:47:23;52;0;0;397;326;340;74;1;ok
4428;2022-11-14 08:47:25;52;0;0;398;326;340;75;1;ok
4429;2022-11-14 08:47:27;52;0;0;398;327;340;76;1;ok
4430;2022-11-14 08:47:29;52;0;0;397;326;339;77;1;ok
4431;2022-11-14 08:47:31;52;0;0;398;327;340;78;1;ok
4432;2022-11-14 08:47:32;52;0;0;398;327;340;79;1;ok
4433;2022-11-14 08:47:34;52;0;0;397;327;341;80;1;ok
4434;2022-11-14 08:47:36;52;0;0;398;327;340;81;1;ok
4435;2022-11-14 08:47:38;52;0;0;396;328;340;82;1;ok
